id,streetName,buildingNumber,city,zipcode,country,countyCode,latitude,longitude
1242,Rau Villages,92912,Aufderharborough,26118-1514,South Georgia and the South Sandwich Islands,GI,-56.425492,-102.989849
1243,Zella Pines,1372,New Yoshikofurt,78826,Sao Tome and Principe,GW,-33.925210,-60.390817
1244,Seamus Mount,1227,South Dustinmouth,07991,Slovakia (Slovak Republic),CU,-73.872613,24.312650
1245,Bednar Parkway,5121,Lake Vernon,53997-2629,Dominican Republic,NO,81.408904,4.044465
1246,King Knolls,8091,North Dorthafurt,09219-6099,Guadeloupe,GS,-79.522576,79.702066
1247,Shawn Prairie,88458,Huelchester,24726-9132,Nicaragua,AE,17.815786,-135.363325
1248,Nienow Mountains,3727,Williamsonview,47113-8577,Slovenia,NI,-45.492228,-174.903097
1249,Kertzmann Harbor,961,Camilatown,22390-6310,United Arab Emirates,GL,26.868314,40.796545
1250,Reynolds Island,542,Agustinhaven,99487-6870,Denmark,NI,-77.149473,90.733508
1251,Stiedemann Dale,9823,Lockmanmouth,23176-5886,Armenia,SI,53.792591,124.549631
1252,Barbara Flats,76290,Lake Grayceview,56410-2784,Guernsey,US,-14.519494,124.060890
1253,Von Junction,512,Franeckiside,78346-5153,Timor-Leste,VN,31.054700,8.646008
1254,Sherman Ranch,29143,Rooseveltfurt,17520-8341,Malaysia,JM,-15.558768,47.213642
1255,Melyssa Knoll,1127,Willmsshire,87850-4820,Tokelau,IE,55.847179,-134.997364
1256,Elva Mills,12835,Ziemannberg,54184,Mayotte,AI,14.478155,-169.862719
1257,Lacey Club,872,East Edd,33007-7596,French Polynesia,DK,-9.028169,62.898123
1258,Johns Field,44510,Antoniettaborough,38286-0474,Kenya,FO,-22.260091,-79.321940
1259,Garfield Divide,405,Cindymouth,37140,Netherlands Antilles,SZ,70.625768,129.872915
1260,Van Unions,438,Lenorafurt,59096-1070,Croatia,FK,72.531205,140.431599
1261,Armstrong Square,6601,South Kolbyfort,21013,Iceland,KE,21.217759,136.554041
1262,Dooley Drives,6137,South Riley,67840,Barbados,HK,40.043635,168.898722
1263,Liana Forges,8779,West Doug,39426-2827,Guadeloupe,MN,25.517358,-79.557653
1264,Baylee Mall,2166,Kaseymouth,40947-5764,Armenia,TZ,-41.470662,78.296030
1265,O'Hara Locks,895,Alisashire,62328-2561,Puerto Rico,BD,-67.567916,125.878729
1266,Ola Spur,572,New Kellibury,36687,Thailand,LR,72.068805,-40.068651
1267,Barrows Crossroad,2874,South Lilla,13522-6340,Ukraine,CH,-24.125504,40.029621
1268,Matt Curve,462,South Calistaland,23260,Puerto Rico,ML,26.719461,-61.388918
1269,Kulas Isle,737,Bergstrommouth,13395-3755,Tajikistan,CV,1.634274,-59.854483
1270,Torp Prairie,186,South Wilburn,91855-3900,Faroe Islands,GP,-20.140917,24.053458
1271,Sigmund Street,4650,Connellyhaven,85092-2927,Seychelles,WS,-19.763902,-161.103603
1272,Swift Trail,301,South Emmetton,42563-5495,Latvia,FM,22.832029,-111.036236
1273,Brakus Landing,30963,Port Vita,65108,Thailand,CA,-1.136557,-77.280187
1274,Green Wall,89257,D'Amoreborough,69511,Cayman Islands,QA,-20.031651,90.181411
1275,Jennifer Pike,6350,South Elizabeth,75091-0938,Cambodia,MZ,40.368970,-155.996086
1276,Lucious Trafficway,24602,South Sincereton,29557,Croatia,LC,-68.715323,55.472126
1277,Johns Union,468,Lake Imatown,18024-2856,Argentina,GE,-29.053516,-55.819262
1278,Bruen Forges,873,Port Raphaellehaven,06666,Austria,HK,-28.910938,-169.025669
1279,Aubree Ramp,7639,East Darrelchester,69230-9704,Bulgaria,DO,-54.500803,-90.969717
1280,Russel Hollow,44277,Krajcikmouth,88862,Sudan,GE,63.500036,135.303624
1281,Sawayn Lake,6694,West Otilia,59800,Albania,MF,-9.696151,-63.624606
1282,Yost Falls,5174,Mayertberg,50752-6876,Bangladesh,GI,-61.172050,89.500913
1283,Blick Port,30704,North Aubree,65653,Denmark,FO,2.210984,-0.505406
1284,Brenda Dam,96580,Douglasshire,13219,Iran,UA,-29.821255,96.488281
1285,Cronin Knolls,244,North Keithburgh,56565-5521,Greenland,AG,0.588042,23.460350
1286,Crona Courts,72321,Rippinville,28891-4492,Morocco,CF,-46.957698,-86.341370
1287,Bergstrom Mount,71792,West Cristalfurt,58596-0458,Burkina Faso,KH,-43.072749,-128.144814
1288,Keeling Row,1058,Emardborough,63085,Mongolia,LY,76.851843,-75.891302
1289,Simonis Squares,61956,Lake Vincenzochester,94261,Mexico,BB,-85.138342,-91.733106
1290,Rippin Bridge,745,Medhurstville,23960,Heard Island and McDonald Islands,BF,70.680163,-166.809965
1291,Anderson Skyway,38243,Tinaberg,08530-3321,Iraq,PS,66.480464,-130.831424
1292,Streich Drive,428,South Elenora,89935,Christmas Island,CI,-17.590377,152.215912
1293,Yesenia Trafficway,4181,Maximilliashire,95193,Monaco,LI,-10.504765,61.557603
1294,Vickie Road,56923,West Jefftown,67955,Yemen,NE,49.732502,-166.876771
1295,Hermina Cliffs,392,Agustinchester,38399-5234,South Africa,JM,29.336834,-87.662959
1296,Austin Mall,976,Baumbachport,24632,Nicaragua,BD,-32.898555,-46.078437
1297,Durgan Street,7697,New Sebastiantown,08800,Serbia,TT,-24.589672,23.077410
1298,Considine Groves,5222,North Celestino,18734-3723,Guinea,TH,56.483593,53.787130
1299,Henriette Island,46153,North Rosetta,26366,Romania,TT,8.712068,9.148075
1300,Daisy Meadow,14277,Port Miles,64318,Mali,IL,-26.516457,-84.189875
1301,Lockman Pass,8531,Lillachester,48529,Sierra Leone,MH,16.626396,148.979549
1302,Morar Fords,810,South Maddison,30427,Mauritania,EH,49.474346,-95.730208
1303,Skiles Haven,1832,Port Delphinehaven,57273-5711,Solomon Islands,LV,45.593640,122.683205
1304,Bernita Villages,36285,Kuhicborough,65795-4020,Lesotho,TD,11.704001,75.799713
1305,Pablo Center,5002,South Delphine,76685-2986,Grenada,TG,-14.208637,-74.854093
1306,Florence Throughway,4932,East Santamouth,22953,Bermuda,TR,5.358443,179.578842
1307,Cordia Heights,4123,Beahanmouth,05651-8410,Iran,LK,-27.272475,-13.381768
1308,Braxton Harbor,1860,Hansenport,09731,Nigeria,GA,43.508248,-168.860467
1309,Hilda Harbors,555,Brantburgh,89497,Canada,AZ,64.180598,-86.802275
1310,Reynolds Lock,3064,Port Alfredo,63696,Mauritius,SC,56.690768,-48.096015
1311,Nolan Harbor,40941,North Dorthyfurt,00512,Mozambique,GS,-42.433465,-170.944589
1312,Tracy Union,70416,Noelshire,33553-2006,Austria,GG,85.245688,39.429740
1313,Mertz Mills,73137,South Noelia,56719-6412,Swaziland,WF,60.478672,107.367762
1314,Cassin Fields,1561,Port Randi,79917,Tajikistan,SK,-39.736215,144.052415
1315,Funk Island,594,Lydiamouth,56152,Netherlands Antilles,PG,86.574680,131.894410
1316,Kshlerin Common,8587,East Percybury,89438-8846,Lesotho,NU,-30.697495,-57.000365
1317,Spencer Knolls,271,Shieldsside,00137,Georgia,MT,-54.479927,-156.052944
1318,Emiliano Center,291,West Kamille,46222-1938,Spain,LV,65.641928,-52.677270
1319,Beaulah Park,3014,East Cooper,07906-3794,Yemen,ZA,63.567457,-93.931110
1320,Dalton Cape,27944,Gerlachstad,86298-2164,Japan,CN,-24.855638,-6.652258
1321,Schuster Extensions,960,New Rodgerland,49422,Austria,CW,-57.576208,-153.267287
1322,Bernadette Manors,30904,O'Connellmouth,04723,Dominican Republic,HR,81.515620,65.113304
1323,Germaine Village,5396,Pacochaburgh,70483-1569,Montserrat,KR,-46.200125,-60.430119
1324,Simonis Valleys,71438,Kuvalisborough,73146-5755,Bahrain,TG,-43.685799,161.900582
1325,O'Reilly Parkways,8445,Port Jayce,78229-0862,Serbia,TN,-79.249629,-81.956908
1326,Braun Loaf,7065,New Manley,84636,Martinique,BR,25.998854,-136.205210
1327,Anabelle Court,1856,Jacobifort,03244,Norway,CA,2.559335,-81.170152
1328,Douglas Branch,1208,Hyattland,18439-2408,Guyana,GU,16.314186,87.396599
1329,Laron Course,24807,Lake Valentin,13872-3935,Saudi Arabia,NP,-3.698778,40.317093
1330,Roberts Loaf,23230,Lake Shannonview,27761-2593,Egypt,VA,12.662977,-176.861121
1331,Hilpert Parks,945,New Evans,59488,Micronesia,SB,80.364545,156.639216
1332,Crystal Manor,733,North Reeceton,97945-3145,Equatorial Guinea,PE,24.129934,112.044996
1333,Minerva Villages,8571,Brooklynshire,31248-9476,Peru,BE,-46.647642,-19.167415
1334,Kilback Mall,393,Anabelshire,04897-2060,Samoa,FR,-82.872893,6.241030
1335,Oberbrunner Prairie,270,North Kaitlyn,13781-1270,Israel,ZM,4.249507,149.170446
1336,Arnulfo Shores,5104,Terryside,74719,Jordan,NA,33.389960,-38.404583
1337,Rodriguez Crescent,9296,Rosenbaumfurt,59515,Ireland,JM,78.968721,-41.204388
1338,Benny Manor,123,North Goldaberg,82823,Liechtenstein,TJ,88.388951,-2.539749
1339,Tremblay Neck,6163,New Sylvester,54591-4339,Tokelau,AD,19.911059,103.032860
1340,Howe Street,329,Port Francoview,33745-1821,Antigua and Barbuda,GS,49.569925,63.701357
1341,Sigmund Pass,40691,Beattyview,53542-5104,Australia,GM,-49.243527,130.889119
1342,Margarett Stream,91683,Antwonhaven,77783,Central African Republic,AM,-14.988771,-156.249215
1343,Turner Walk,56262,Bergstromton,91798-1271,Vanuatu,MC,-39.967902,172.861733
1344,Hermiston Neck,3002,Jaylenchester,59356-9510,Cape Verde,SC,-11.340158,19.287006
1345,Christiansen Ranch,977,Lolaville,15446,Benin,FK,50.969323,-162.633369
1346,Hester Shoals,67517,New Hellenport,07617-3697,Cyprus,MP,20.043272,153.146701
1347,Ziemann Estates,371,Veummouth,36946-5994,Antigua and Barbuda,BT,51.692952,135.337283
1348,Dina Stravenue,9581,North Christa,54163,Cook Islands,JE,4.948962,47.556864
1349,Beahan Orchard,3126,Dedricfort,83026,Turks and Caicos Islands,GP,-16.276051,-118.938852
1350,Desmond Crescent,296,Ondrickastad,97330,Guinea,KG,82.831205,-32.558285
1351,Dicki Green,449,Lake Cecileville,47823,Brunei Darussalam,VI,37.644546,-149.228697
1352,Nicolas Place,3804,Milanville,50596,Libyan Arab Jamahiriya,PR,60.348709,-16.873043
1353,Freddie Freeway,7688,Kaelaside,86955,France,BE,53.708812,164.879769
1354,Sandrine Springs,648,Lake Emilio,60898-1666,Singapore,ST,-31.815161,-76.854365
1355,Bode Fall,566,West Finnland,31857-2212,Saint Martin,CZ,-51.528852,-164.877802
1356,Mann Viaduct,8720,North Rebeca,63618-5858,Argentina,MU,-71.157103,10.411808
1357,Haven Street,7037,Port Altaside,80941,Djibouti,AQ,46.836604,41.030082
1358,Hettinger Trail,7696,Lefflerview,23918-1404,Timor-Leste,KG,-89.309395,111.390285
1359,Alexis Shoal,60424,Karianeberg,25552,Saint Martin,GU,21.440444,-168.227001
1360,Brandi Via,831,Flostad,88682,Gabon,KE,38.795319,57.025693
1361,Stracke Spurs,2413,Quigleytown,68380,Brunei Darussalam,BG,-14.567206,-19.735006
1362,Kilback Views,8043,South Rhettborough,30044,Hong Kong,PF,-89.550266,-175.276879
1363,Rempel Way,19979,Mckennamouth,77150-8046,Georgia,IT,-2.520958,106.698304
1364,Fletcher Stravenue,319,West Rogerbury,61614-4749,Norfolk Island,MH,-7.661155,-156.995909
1365,Kautzer Corner,68030,Smithamchester,36447,Luxembourg,PG,13.681167,-123.310177
1366,Renner Hill,497,East Anastacio,66441,Dominican Republic,FK,-37.486884,-113.701477
1367,Wisoky Causeway,747,Sallieside,26110-9571,Lebanon,PS,63.396130,17.550997
1368,Carroll Junction,1495,Port Reece,01455,China,PF,-80.940138,-56.036187
1369,Patsy Coves,919,Eloytown,51235-7286,Eritrea,AU,21.494487,176.862392
1370,Abernathy Walks,5015,North Aurore,91171,Botswana,MC,59.576194,-126.633715
1371,Sauer Junction,10154,Nellashire,51200,Mexico,SV,-41.551170,-150.827390
1372,Beier Green,92262,East Colt,42514-9073,Belize,KN,81.965285,65.405129
1373,Bruen Spring,98896,West Elmer,03221-2713,Brazil,MK,-32.526026,-124.687083
1374,Pascale Cape,6018,South Phyllis,05511-6791,Saint Helena,TM,-52.500122,-12.484444
1375,Lowell Pine,592,Strosinhaven,10914-4732,Grenada,ER,-87.120170,107.558452
1376,Henry Neck,13368,New Norwoodview,11189,Morocco,TV,85.377206,100.408413
1377,Rodrigo Roads,142,Emmerichfurt,73683,Malta,GY,-3.532594,179.037655
1378,Sherwood Forges,5663,New Lue,37880-7319,Palestinian Territories,AQ,-20.015220,90.513052
1379,Margarett Shoal,4197,Herzogberg,83525-6277,Philippines,KM,-41.990607,-50.994199
1380,Franecki View,6461,Rasheedberg,16226,Argentina,AO,56.778782,-83.510975
1381,Mandy Isle,317,Lake Trenton,69340,Mexico,TR,41.827027,66.772070
1382,Zula Underpass,96027,Jotown,81538,San Marino,GG,-45.321022,-103.524027
1383,Balistreri Locks,100,Feestfort,59490-5906,Antarctica (the territory South of 60 deg S),LA,48.744015,85.586280
1384,Nicolas Manors,1563,Port Cordie,82851,Saint Barthelemy,AS,-70.462314,25.529649
1385,Litzy Drive,5081,New Estelfort,69527-4534,Kazakhstan,SO,76.811967,-158.319861
1386,Reina Common,9560,New Tiffany,38389-7990,Jersey,MS,-7.202653,-88.134414
1387,Bernice Pine,82921,Gilesfort,69324-1938,Palestinian Territories,MN,84.459616,-37.140381
1388,Domenick Spurs,9706,Port Prince,31543,Bhutan,MM,37.947665,68.440246
1389,Davis Route,9826,Lake Lillian,40505-4760,Iran,NO,-28.097395,104.153541
1390,Sallie Underpass,9633,Douglasmouth,19081-9678,Egypt,MV,-52.186595,139.773811
1391,Kerluke Grove,11252,Port Danbury,07450,Ireland,AX,59.204232,164.913172
1392,Conroy Bridge,571,Port Mya,33467,Korea,DJ,-82.674664,-85.595145
1393,Winifred Ramp,731,Marjolainestad,15050,Botswana,DJ,52.304573,40.565314
1394,Niko Ports,9887,Cummingsside,12796,New Zealand,LK,-73.777933,-32.615729
1395,Hirthe Stravenue,5747,Peytonburgh,19294-4264,Wallis and Futuna,PL,41.415499,118.185939
1396,Lea Pass,77175,Hagenesview,52890-3672,Spain,FI,-71.260916,-117.277270
1397,Roberts Lights,62187,Braunshire,74118-4137,South Africa,ZA,58.661109,175.823889
1398,Pablo Greens,673,New Alysa,01438,Dominica,CR,21.810882,-2.768728
1399,Federico Gardens,62091,Lake Kennithmouth,96449,Hungary,GU,-36.374252,73.866337
1400,Deckow Prairie,996,Mistybury,10623,Mexico,FJ,-85.255323,-83.137876
1401,Wunsch Locks,62349,South Lempifort,89899,Faroe Islands,KI,8.094850,-68.971896
1402,Annamae Wells,8987,Madisenton,16519,Eritrea,AF,-41.263655,148.332626
1403,Derick Greens,89768,Theresestad,95607-1088,Samoa,VI,-58.402113,136.463892
1404,Koelpin Prairie,2555,Rohanport,93748,Liechtenstein,GF,-25.436127,99.788824
1405,Caterina Overpass,385,East Charlesberg,64794,Mauritania,HT,15.654444,73.960044
1406,Kihn Squares,626,Bruentown,59447-6306,Monaco,LA,77.396079,171.335644
1407,Rosalee Land,2614,North Tommie,04965-2526,Bermuda,PR,7.118849,-89.681533
1408,Drake Radial,36255,Isaiasland,75284,Thailand,NL,34.086080,15.155572
1409,Price Squares,40046,Rebeccamouth,12939-5067,Australia,IQ,-44.659466,-143.304648
1410,Lenora Bridge,434,Shanahanland,07546,Mozambique,PS,-86.785667,-38.821796
1411,Wiza Mission,60552,South Hudsonburgh,48341-3224,Finland,SK,77.522981,-28.470069
1412,Rutherford Branch,36956,Lemkeshire,91877-1426,Wallis and Futuna,BR,44.134097,-108.676827
1413,Quinn Coves,72815,New Cecelia,79069,Taiwan,EG,-78.296885,-114.966915
1414,Gerlach Crossroad,96183,Laurytown,41685-6957,Hong Kong,SL,40.980436,158.977724
1415,Davin Mountain,637,Nickstad,52663-3752,Myanmar,NC,-7.618783,77.376555
1416,Burnice Well,58080,Hartmannstad,14934,Swaziland,PR,22.253116,178.471775
1417,Bechtelar Throughway,98246,North Sophiachester,50157-6211,Libyan Arab Jamahiriya,AI,62.215752,-63.874671
1418,Laura Crossing,1996,New Lillianaland,79629-3419,Antigua and Barbuda,DM,26.236015,157.100810
1419,Howe Keys,604,Cristoballand,07310,Australia,KW,-12.373538,-83.715966
1420,Kemmer Station,32516,West Giles,60153,Macedonia,BY,-81.913856,-64.861796
1421,Arden Road,53300,Dahliaport,62440,Germany,AG,-20.702848,-3.433159
1422,Adeline Via,3439,Muhammadtown,51141,Qatar,TG,-84.305055,1.839583
1423,Lind Turnpike,96844,South Jeffrey,26634,Lithuania,AL,9.144431,1.383345
1424,Dashawn Curve,5145,Lindville,97176-0527,Isle of Man,TK,-20.295715,126.133698
1425,Buckridge Inlet,9873,Otiliaberg,99380,Syrian Arab Republic,GG,20.596117,173.744810
1426,Cassandra Green,15837,West Jeanie,19168-8347,Cuba,GW,40.649572,-79.456283
1427,Daniel Fall,8497,West Chanelle,46858-0272,Nepal,IE,-59.401308,179.572335
1428,Dayna Well,79709,West Lorainebury,00701,Svalbard & Jan Mayen Islands,RW,67.631736,-179.741210
1429,Emelie Mountains,9291,North Joyton,32817-5556,Israel,AR,-54.335028,-170.778519
1430,Nicolas Mountain,5609,North Armani,48618,Congo,KY,74.379856,95.328131
1431,Skye Track,20906,East Colin,37756-9080,Tajikistan,KG,-50.417857,19.046652
1432,Abshire Hill,87860,Adrianhaven,36128-7483,Mauritius,TL,-4.211232,21.621844
1433,Jaren Locks,890,Port Samaramouth,49304,United Kingdom,MU,62.910520,-2.930893
1434,Harvey Squares,44674,East Ahmadburgh,82374,Bolivia,CR,16.971533,-51.272636
1435,Norbert Lodge,5264,Lake Ignacio,11215,Albania,LU,89.044445,61.297484
1436,Mertz Fords,627,Rosinaview,02635-5143,Belgium,ST,8.044641,11.675115
1437,Octavia Orchard,3759,Lonniestad,03898,Niue,SC,-43.991323,-119.975710
1438,Dickens Field,49002,Kenyaview,55136-1164,Yemen,SO,-8.574748,-51.970037
1439,Stacy Spur,9109,Lake Esteban,68727,Saudi Arabia,VE,31.924863,-146.536238
1440,Wilford Alley,568,Runteview,78101-9953,Slovakia (Slovak Republic),NL,-0.652552,-130.366200
1441,Abbott Hollow,9435,Aliviamouth,18164,Nicaragua,NF,14.726302,48.312695
1442,Kertzmann Well,533,East Manleytown,75826,Paraguay,LU,87.885195,6.631860
1443,Tyrese Burg,831,Bergstrombury,43122-2715,Holy See (Vatican City State),WF,70.716896,128.180483
1444,Audrey Courts,41028,Gradyville,03932,Netherlands Antilles,BY,89.884359,-169.184446
1445,Jett Extensions,57538,Deloreston,55800-5017,Tonga,SJ,-83.283487,-179.273476
1446,Jacobson Neck,25721,Framitown,23988,Indonesia,SD,75.352305,58.762652
1447,Brekke Union,41547,East Benedict,01479,Bulgaria,TG,-85.288199,-41.971701
1448,Wilford Falls,53643,Lake Joan,08753-5103,Bosnia and Herzegovina,TN,-55.184539,-127.579566
1449,Torphy Hills,626,Hudsonstad,41524,Tuvalu,HU,-59.063445,-24.033652
1450,Eriberto Ville,8932,West Tara,44178-1590,Palestinian Territories,LK,18.990487,137.032642
1451,Piper Spurs,177,East Kali,06073-7653,Guam,BA,-85.043400,-77.190699
1452,Breitenberg Crossroad,980,Runteberg,80371-5263,Kazakhstan,NO,82.784543,118.139665
1453,Marcia Forge,992,New Gabriellabury,77064,Central African Republic,GU,87.848360,-70.564466
1454,Marjolaine Stream,83624,Beerville,40411,Canada,TV,-47.322113,45.734269
1455,Lindgren Ranch,621,East Oniebury,76922-2289,Guadeloupe,ST,-70.570715,-84.038938
1456,Reyna Cliffs,99906,East Liza,42071,Sweden,IL,-39.146737,140.947543
1457,Rolando Curve,5195,Rueckerview,57594-6674,Palau,HU,36.362583,-106.023634
1458,Annamae Alley,5559,North Mauricio,94830,Georgia,SG,51.569910,66.398525
1459,Murphy Light,405,Lake Hellen,30974,El Salvador,RE,-75.928711,-173.170653
1460,Noemi Walks,186,East Dale,97900-3121,Russian Federation,PN,-20.940900,95.330089
1461,Shana Flat,232,West Luna,55442,Slovenia,KI,-60.827834,97.095969
1462,Stokes Summit,92559,New Nilsborough,56453,Azerbaijan,GI,8.676521,90.768230
1463,Ayana Burg,9039,New Annettashire,27272-6699,Bosnia and Herzegovina,CY,-53.113160,-147.507757
1464,Demarcus Station,596,North Tabithaside,05388,Bahrain,KE,7.162381,-81.533762
1465,Stacy Expressway,726,Daynetown,50922-4316,Congo,EG,-14.798265,76.283340
1466,Collier Plaza,312,Lake Roosevelttown,06553-0599,Bangladesh,CD,-17.848709,174.668272
1467,Gleichner Hills,5683,Casimirstad,04386-0627,South Africa,CG,42.501881,165.943616
1468,Dicki Square,274,Port Dashawn,48640,Korea,SX,-23.925130,69.643205
1469,Zboncak Spurs,7083,West Tara,19531,Jamaica,HT,38.763822,94.991772
1470,Rupert Underpass,18927,Bodeberg,18102-5761,Bhutan,JP,-12.425819,164.699212
1471,Webster Streets,362,West Catharineshire,88319-3907,French Polynesia,CZ,-21.202519,156.300686
1472,Vita Spring,7722,New Molly,00583,Andorra,SS,3.200254,-28.459833
1473,May Plains,55395,Jarrodview,61679-0228,Belarus,MT,12.265624,-64.156013
1474,Thaddeus Manors,2864,Lake Camillefort,30058,Estonia,GP,4.551481,90.369851
1475,Bartoletti Island,5956,East Cathryn,40946,Bahamas,RE,38.034460,48.381704
1476,Aurelia Vista,38111,Camillestad,42952-1492,France,GW,77.623657,-28.134665
1477,Koelpin Drive,23908,Schaeferberg,77611,Cayman Islands,PE,-42.833019,-64.719970
1478,Amalia Lodge,4478,Jaskolskitown,93163-7832,Norfolk Island,GR,-75.349075,-64.272962
1479,Jerrod Hollow,5303,Lake Quinn,23749,Burundi,AZ,84.675507,62.242078
1480,Waters Track,6728,New Layne,54517,Cambodia,AU,33.375715,107.854419
1481,Guiseppe Loaf,35591,Oberbrunnerville,74696,Thailand,CO,-21.207766,170.637041
1482,Mylene Canyon,309,West Jerrold,24954,Tokelau,CX,20.992499,38.454386
1483,Demetris Flat,953,Wainofort,32006-3170,Djibouti,NP,-13.863876,-125.295200
1484,Weissnat Isle,338,Abernathyland,36068,Tunisia,SE,-20.612429,161.281767
1485,Courtney River,38148,North Clarissahaven,78685-6205,Congo,ES,-24.653425,-64.827688
1486,Sauer Estates,14540,East Rocio,38653-1267,Sao Tome and Principe,SV,-60.344495,94.782045
1487,Reichel Cliff,756,Willland,29151,Costa Rica,KR,60.306659,120.333327
1488,Jaida Underpass,5775,New Abbie,11652,Iran,AT,-30.103950,96.607074
1489,Luther Forest,42241,Collinsburgh,78437,Sweden,TJ,-15.030606,-139.470646
1490,Kristofer Point,62008,New Kasey,44293,Mauritania,PY,-60.523081,-18.596668
1491,Upton Underpass,440,Theresiaport,52833,Swaziland,BE,29.111712,56.665151
1492,Fadel Courts,64520,North Jeff,74083-8519,Belgium,KE,52.132370,-133.136997
1493,Conn Mountains,1291,North Wandamouth,86918,Chile,TN,-75.617176,137.085837
